player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,School_Yr,ht,porpag,adjoe,pfr,Date_Yr,pid,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
GEORGE MASLENNIKOV,Canisius,MAAC,13,17.9,80.4,21.1,44.2,48.39,8.0,14.1,8.6,31.4,4,4,1.0,10,19,0.526,1,7,0.143,0.0,0.6,15.4,Sr,72,-0.0978194,81.3152,7.7,2022,65863,5.0,10.0,5.0,8.0,0.5,0.625,1.0,1.0,1.0,102.851,110.123,0.425291,15.4758,-8.95932,-5.85445,-3.10488,-11.1973,7.1538,-8.03329,-3.16403,0.5385,0.8462,1.3846,0.3077,0.0769,0.0,2.0769,Stretch 4
ALONZO SULE,James Madison,CAA,23,51.6,94.8,23.6,47.6,51.38,7.0,11.1,10.3,20.6,34,47,0.723,70,145,0.483,0,2,0.0,3.1,1.3,32.0,Sr,79,0.761539,95.8988,4.6,2022,65864,45.0,80.0,25.0,65.0,0.5625,0.3846,3.0,4.0,0.75,98.196,102.586,1.76518,79.6525,-3.49073,-3.39919,-0.0915442,-3.76174,21.0,-3.19978,-0.561964,1.2,2.08,3.28,0.96,0.44,0.52,7.76,PF/C
JA'SHON HENRY,Bradley,MVC,19,41.3,114.1,21.9,58.9,63.21,8.1,15.7,5.4,17.2,51,67,0.761,61,100,0.61,8,24,0.333,1.2,0.7,54.0,Sr,78,2.51323,117.381,3.7,2022,65865,35.0,47.0,26.0,53.0,0.7447,0.4906,10.0,10.0,1.0,104.474,103.106,1.88934,72.4685,-0.0845439,1.75392,-1.83847,1.03692,22.381,1.95869,-0.921764,1.6667,2.9524,4.619,0.6667,0.381,0.2857,10.8571,Wing F
DARIUS MCGHEE,Liberty,ASun,25,80.1,114.6,24.5,57.4,59.62,1.9,15.4,14.2,11.1,41,48,0.854,57,107,0.533,83,209,0.397,1.6,1.6,15.2,Sr,69,3.63622,117.962,2.0,2022,65866,32.0,64.0,24.0,42.0,0.5,0.5714,2.0,2.0,1.0,96.0913,99.1234,3.12772,148.099,4.6835,4.47929,0.204211,6.02307,30.2069,5.64084,0.382227,0.4138,3.9655,4.3793,2.1034,0.8276,0.4138,15.5172,Wing G
RASIR BOLTON,Gonzaga,WCC,21,72.3,100.5,26.7,50.2,55.36,1.5,15.3,26.4,20.9,70,83,0.843,95,185,0.514,22,70,0.314,0.4,2.2,32.5,Sr,75,3.43297,115.192,3.1,2022,65867,60.0,87.0,35.0,98.0,0.6897,0.3571,7.0,10.0,0.7,108.078,100.653,3.05072,126.213,2.40241,2.12712,0.275295,2.79519,33.0476,2.31722,0.477961,0.4286,4.3333,4.7619,3.9048,1.2857,0.1429,15.5238,Combo G
SAM SHAFER,Albany,AE,11,12.8,106.5,13.7,45.0,44.34,7.9,15.3,7.2,0.0,1,3,0.333,9,16,0.563,0,4,0.0,0.0,2.1,15.0,Jr,78,0.269341,95.6682,3.4,2022,65868,8.0,13.0,1.0,3.0,0.6154,0.3333,0.0,0.0,0.0,98.9416,102.176,0.648754,15.6077,-1.53328,-0.621115,-0.91217,-0.0143344,7.4545,-0.614662,0.600327,0.4545,0.9091,1.3636,0.2727,0.2727,0.0,1.7273,Wing F
ELI PARQUET,Colorado,P12,31,67.7,110.8,10.1,56.9,60.03,2.2,6.7,7.8,21.5,21,23,0.913,36,69,0.522,23,55,0.418,3.0,1.9,18.5,Sr,75,1.43572,100.05,3.0,2022,65870,27.0,39.0,9.0,30.0,0.6923,0.3,7.0,8.0,0.875,97.807,92.1356,3.40834,151.842,7.13919,2.41664,4.72255,4.3164,27.9677,0.726713,3.58969,0.4839,1.5806,2.0645,1.2581,0.871,0.7419,5.2258,Combo G
SAMUEL CHAPUT,Monmouth,MAAC,20,51.7,92.5,13.2,39.7,48.6,0.8,6.8,23.6,28.0,27,36,0.75,20,46,0.435,2,12,0.167,0.3,1.3,62.1,Sr,72,-0.216457,82.2368,4.2,2022,65871,12.0,25.0,8.0,21.0,0.48,0.381,0.0,0.0,0.0,103.874,109.626,1.26406,66.4591,-6.30417,-3.51405,-2.79013,-5.91785,21.05,-4.46106,-1.45678,0.15,1.35,1.5,2.9,0.5,0.05,3.65,Pure PG
NIKKEI RUTTY,Monmouth,MAAC,19,39.4,95.4,16.6,44.3,48.06,12.5,19.1,4.5,19.0,27,49,0.551,27,61,0.443,0,0,0.0,5.3,1.2,80.3,Sr,80,0.25943,89.7684,5.9,2022,65872,27.0,51.0,0.0,10.0,0.5294,0.0,8.0,11.0,0.7273,96.603,102.091,1.44673,70.2879,-2.67928,-3.42213,0.742855,-4.44911,16.8947,-3.49942,-0.949694,2.0,3.0526,5.0526,0.4211,0.3684,0.7895,4.2632,C
MARCUS HAMMOND,Niagara,MAAC,20,86.3,91.9,24.2,40.7,45.29,1.7,18.8,19.8,13.1,52,68,0.765,48,127,0.378,35,120,0.292,0.0,1.9,27.5,Sr,74,1.3171,96.2578,2.2,2022,65874,28.0,58.0,20.0,69.0,0.4828,0.2899,0.0,0.0,0.0,98.6896,104.403,2.73584,129.576,-1.30927,-0.0521367,-1.25713,-0.883108,34.5,0.157129,-1.04024,0.5,5.3,5.8,3.0,1.05,0.0,12.65,Wing G
TYREL BLADEN,Rider,MAAC,23,40.9,112.0,17.0,57.1,61.98,11.2,18.6,5.4,20.1,31,40,0.775,44,77,0.571,0,0,0.0,4.4,1.2,51.9,Jr,72,1.25812,107.437,5.1,2022,65878,33.0,52.0,9.0,22.0,0.6346,0.4091,10.0,13.0,0.7692,104.841,110.325,0.960337,73.9013,-0.965216,-0.407455,-0.557761,-2.0165,16.4348,-0.526102,-1.4904,1.5652,2.5217,4.087,0.4348,0.3478,0.6087,5.1739,C
JALEN PICKETT,Penn St.,B10,14,74.3,104.5,22.5,49.1,51.66,3.7,16.2,27.8,18.1,24,32,0.75,36,81,0.444,28,78,0.359,3.2,1.4,20.1,Sr,76,2.71729,106.965,1.6,2022,65879,9.0,18.0,27.0,63.0,0.5,0.4286,0.0,0.0,0.0,94.5275,100.722,3.32116,97.1814,2.71713,1.51597,1.20116,4.26148,36.0714,3.57227,0.689208,1.0714,5.2143,6.2857,4.7857,0.8571,1.1429,12.8571,Combo G
JUSTIN BEAN,Utah St.,MWC,28,68.1,115.3,20.5,53.0,56.32,12.3,19.6,13.9,15.4,49,61,0.803,115,205,0.561,11,43,0.256,1.4,2.6,24.6,Sr,79,3.06085,117.626,2.8,2022,65883,77.0,118.0,38.0,87.0,0.6525,0.4368,4.0,6.0,0.6667,88.2639,86.4449,3.85897,168.744,6.87399,3.4802,3.39379,7.23502,27.069,3.99659,3.23843,2.9655,4.7586,7.7241,1.8276,1.3103,0.3103,11.4828,Wing F
COLE SWIDER,Syracuse,ACC,25,47.1,122.3,14.2,57.8,58.82,3.8,13.9,10.4,9.1,9,12,0.75,14,28,0.5,35,87,0.402,0.5,1.7,10.4,Sr,81,2.17764,118.591,2.6,2022,65888,9.0,11.0,5.0,17.0,0.8182,0.2941,1.0,1.0,1.0,101.748,95.9959,2.04208,82.7099,5.76279,4.55321,1.20958,6.03884,18.92,4.46496,1.57388,0.6,2.16,2.76,1.08,0.52,0.08,5.68,Wing F
JAKE FORRESTER,Temple,Amer,16,53.4,98.1,22.9,57.1,59.96,9.5,22.7,0.8,23.1,38,57,0.667,56,98,0.571,0,0,0.0,1.9,0.2,58.2,Sr,80,1.47466,105.138,5.6,2022,65890,41.0,56.0,15.0,42.0,0.7321,0.3571,8.0,8.0,1.0,99.1139,96.8492,2.25529,68.333,-5.69972,-3.70905,-1.99068,-1.82369,21.375,-1.32049,-0.503194,1.8125,4.5625,6.375,0.0625,0.0625,0.375,9.375,C
JEROME HUNTER,Xavier,BE,25,43.9,96.9,17.2,52.6,52.75,3.3,14.7,6.6,15.4,14,27,0.519,34,63,0.54,25,73,0.342,0.7,1.1,19.9,Jr,79,0.951903,99.7012,4.0,2022,65892,22.0,32.0,12.0,31.0,0.6875,0.3871,6.0,6.0,1.0,102.798,96.4584,2.02943,80.19,0.994583,0.714797,0.279786,1.20773,19.56,0.441862,0.765865,0.56,2.44,3.0,0.6,0.36,0.12,6.28,Wing F
ROB PHINISEE,Indiana,B10,27,65.6,89.8,18.3,41.0,43.6,0.6,9.5,21.4,15.8,30,47,0.638,44,103,0.427,25,96,0.26,1.6,1.8,23.6,Sr,73,0.799501,94.0417,3.8,2022,65893,31.0,53.0,13.0,50.0,0.5849,0.26,1.0,1.0,1.0,102.77,95.6955,2.87192,120.031,1.41337,0.417971,0.9954,0.478628,27.0741,-1.17953,1.65816,0.1481,2.1852,2.3333,2.8519,0.8148,0.3704,7.1481,Combo G
TUUKKA JAAKKOLA,Cal Poly,BW,21,33.8,81.0,21.7,43.0,46.88,5.8,11.3,4.7,21.8,24,39,0.615,37,86,0.43,0,0,0.0,5.1,0.8,45.3,Sr,72,-0.0842004,83.6181,5.0,2022,65896,23.0,48.0,14.0,38.0,0.4792,0.3684,7.0,9.0,0.7778,106.892,107.55,1.01317,51.5093,-6.82624,-6.55842,-0.267822,-6.14418,15.1818,-4.9631,-1.18108,0.7727,1.4091,2.1818,0.3182,0.1818,0.7273,4.9545,C
TIM FINKE,Wright St.,Horz,23,77.2,111.1,15.3,53.7,55.52,5.8,16.4,9.0,17.9,25,34,0.735,38,87,0.437,43,104,0.413,0.6,1.6,17.8,Jr,78,1.51569,98.8141,2.0,2022,65899,30.0,55.0,8.0,32.0,0.5455,0.25,2.0,2.0,1.0,93.5455,94.4355,3.66899,151.477,2.70795,1.22676,1.48119,2.49449,32.3913,1.19674,1.29775,1.6087,5.3478,6.9565,1.8261,0.913,0.2174,10.0,Wing G
DESHON PARKER,Cleveland St.,Horz,19,30.6,63.3,10.9,19.1,27.59,0.7,6.1,15.3,29.9,11,20,0.55,5,21,0.238,1,13,0.077,1.1,1.0,58.8,Sr,76,-1.79869,53.0649,2.4,2022,65902,5.0,18.0,0.0,3.0,0.2778,0.0,0.0,0.0,0.0,106.893,109.749,0.978191,41.2088,-9.18528,-7.13463,-2.05065,-9.44745,16.5714,-7.61572,-1.83173,0.2381,0.9048,1.1429,1.2857,0.4286,0.1429,1.7143,Combo G
WARREN WILLIAMS,Manhattan,MAAC,20,64.8,100.9,23.4,56.8,56.28,11.8,19.5,8.1,19.3,53,102,0.52,88,155,0.568,0,0,0.0,7.1,1.2,65.8,Sr,81,1.6386,103.461,5.0,2022,65903,65.0,98.0,23.0,57.0,0.6633,0.4035,10.0,12.0,0.8333,94.5499,100.212,2.43417,108.53,0.392413,-1.49693,1.88934,0.569847,26.75,0.494591,0.0752563,3.05,4.25,7.3,0.8,0.55,1.6,11.45,C
MARKQUIS NOWELL,Kansas St.,B12,14,42.7,95.2,31.7,41.8,49.5,4.4,11.1,39.6,25.4,55,61,0.902,26,78,0.333,30,92,0.326,0.0,4.1,35.9,Sr,67,2.40281,107.949,2.7,2022,65907,15.0,41.0,11.0,37.0,0.3659,0.2973,0.0,0.0,0.0,98.5489,101.148,2.76432,88.5779,0.417119,1.3692,-0.95208,1.52262,30.5333,1.76146,-0.238846,1.0,2.9333,3.9333,6.0,2.3333,0.0,14.2667,Pure PG
TOMAS VERBINSKIS,Lafayette,Pat,13,14.8,91.9,16.6,40.0,40.89,6.0,17.2,11.5,11.1,2,4,0.5,4,11,0.364,4,14,0.286,1.0,0.6,16.0,Sr,80,-0.00636799,84.989,5.7,2022,65909,2.0,5.0,2.0,6.0,0.4,0.3333,1.0,1.0,1.0,107.445,111.567,0.374458,15.1346,-6.74355,-2.76129,-3.98226,-6.14803,7.0769,-3.22733,-2.9207,0.3846,1.0769,1.4615,0.4615,0.0769,0.0769,1.6923,Stretch 4
ADRIAN DELPH,Appalachian St.,SB,25,83.8,96.9,21.5,47.7,50.42,1.8,14.0,7.7,15.1,41,51,0.804,57,132,0.432,60,176,0.341,1.7,2.2,16.6,Sr,75,1.37045,97.0374,2.0,2022,65911,37.0,71.0,20.0,61.0,0.5211,0.3279,4.0,7.0,0.5714,100.7,103.583,2.75363,152.052,-1.87388,-1.17836,-0.695525,-1.15887,32.5862,-0.380609,-0.778263,0.6207,3.8276,4.4483,1.2069,1.2069,0.5172,13.0345,Wing G
LUIS RODRIGUEZ,Mississippi,SEC,28,66.0,104.9,17.0,51.4,53.09,7.2,20.9,14.4,20.1,34,56,0.607,58,111,0.523,21,63,0.333,2.6,3.6,32.2,Jr,78,1.69269,103.746,4.5,2022,65914,51.0,83.0,7.0,28.0,0.6145,0.25,8.0,8.0,1.0,88.6552,85.1202,3.85736,174.52,7.89216,2.49249,5.39967,6.59417,26.5,1.88222,4.71195,1.6429,4.6429,6.2857,1.9643,1.6071,0.5714,7.6071,Wing F
AMARI KELLY,UNC Wilmington,CAA,14,15.4,85.3,19.2,50.0,49.33,9.8,10.1,0.0,24.6,0,1,0.0,16,32,0.5,1,3,0.333,4.2,1.1,2.9,Jr,81,0.0360698,86.5668,7.9,2022,65918,10.0,20.0,6.0,12.0,0.5,0.5,0.0,1.0,0.0,100.698,98.512,0.790803,18.7049,-7.54263,-5.47795,-2.06468,-5.94694,7.9286,-5.49491,-0.45203,0.7143,0.7143,1.4286,0.0,0.1429,0.2857,2.5,PF/C
TYLER HARRIS,Memphis,Amer,24,57.5,89.7,19.0,48.0,49.99,1.4,6.7,8.3,20.1,16,19,0.842,24,49,0.49,39,123,0.317,0.2,2.4,11.0,Sr,69,0.694047,93.952,3.5,2022,65923,16.0,26.0,8.0,23.0,0.6154,0.3478,0.0,0.0,0.0,111.134,103.733,1.87738,86.7795,-0.837643,0.121928,-0.959571,-1.87225,23.0,-1.32893,-0.543324,0.2917,1.3333,1.625,0.9583,0.9583,0.0417,7.5417,Combo G
ALEX LOMAX,Memphis,Amer,19,36.6,106.1,18.5,49.4,54.61,3.8,11.2,34.1,26.2,32,45,0.711,32,66,0.485,6,17,0.353,1.7,4.6,54.2,Sr,72,1.56927,106.213,3.4,2022,65924,15.0,24.0,17.0,42.0,0.625,0.4048,0.0,0.0,0.0,85.1432,84.1807,3.1804,89.9308,6.20713,1.55411,4.65301,6.73146,21.5789,1.12488,5.60658,0.7368,2.2105,2.9474,4.1579,1.7895,0.3158,6.0,Pure PG
ANTWANN JONES,Louisiana Lafayette,SB,30,26.1,99.2,21.4,44.0,48.02,5.4,16.9,20.0,18.2,22,32,0.688,22,54,0.407,12,37,0.324,2.0,1.2,35.2,Jr,78,0.79865,106.613,4.4,2022,65925,12.0,28.0,10.0,26.0,0.4286,0.3846,0.0,0.0,0.0,98.0279,92.8966,1.28489,62.3571,1.62286,0.0287508,1.59411,1.18083,10.8667,0.0270548,1.15378,0.5,1.7333,2.2333,1.3,0.2333,0.2,3.4,Stretch 4
JAYDEN HARDAWAY,Memphis,Amer,28,24.8,94.9,15.6,39.7,43.35,3.6,3.9,10.2,12.8,16,26,0.615,20,39,0.513,6,34,0.176,1.7,1.8,35.6,Jr,77,0.217672,91.5739,1.4,2022,65926,12.0,20.0,8.0,19.0,0.6,0.4211,2.0,2.0,1.0,94.1558,91.709,1.17865,41.4053,0.175492,-0.766425,0.941917,0.39267,9.9286,-1.25921,1.65188,0.3214,0.3571,0.6786,0.5714,0.3214,0.1429,2.6429,Wing G
MADUT AKEC,Detroit,Horz,15,18.7,85.7,15.1,48.5,51.53,4.0,14.3,6.5,31.8,4,4,1.0,6,15,0.4,7,19,0.368,0.8,1.5,11.8,Jr,79,-0.0387329,84.1961,5.3,2022,65928,5.0,9.0,1.0,6.0,0.5556,0.1667,0.0,0.0,0.0,104.962,101.775,0.931323,27.4494,-2.48058,-2.70267,0.222086,-3.12351,10.5333,-3.35989,0.236378,0.4,1.2667,1.6667,0.3333,0.2667,0.0667,2.4667,Wing F
XAVIER CASTANEDA,Akron,MAC,20,56.6,99.7,20.8,44.0,49.72,0.9,10.5,23.8,20.0,37,42,0.881,30,88,0.341,24,62,0.387,0.5,1.1,28.0,Sr,73,1.68029,105.643,2.5,2022,65929,5.0,21.0,25.0,67.0,0.2381,0.3731,0.0,0.0,0.0,107.632,104.717,1.85762,73.3931,-0.852583,0.60487,-1.45745,0.106339,23.9,0.789994,-0.683655,0.2,2.1,2.3,2.6,0.45,0.1,8.45,Scoring PG
MICHAEL DURR,Indiana,B10,18,56.8,104.5,18.5,42.6,49.82,12.0,23.1,4.1,14.5,46,58,0.793,49,110,0.445,4,19,0.211,4.6,1.5,45.0,Sr,84,1.92828,106.239,3.8,2022,65930,31.0,60.0,18.0,50.0,0.5167,0.36,10.0,10.0,1.0,100.142,98.2935,2.66149,100.887,1.95693,0.133037,1.82389,1.29122,26.4211,0.803504,0.48772,2.9474,4.9474,7.8947,0.4737,0.6316,0.9474,8.7895,PF/C
RACE THOMPSON,Indiana,B10,27,68.3,108.8,18.0,52.4,55.34,8.3,17.4,10.3,13.3,70,114,0.614,84,154,0.545,3,15,0.2,5.2,2.2,67.5,Sr,80,2.67179,113.459,3.3,2022,65932,56.0,92.0,28.0,62.0,0.6087,0.4516,12.0,14.0,0.8571,97.0009,90.3234,3.4987,158.166,7.5375,2.412,5.1255,6.32784,28.1852,2.9609,3.36694,2.0,4.1852,6.1852,1.3704,1.037,1.2593,9.1481,PF/C
JABARI RICE,New Mexico St.,WAC,16,70.7,110.0,22.4,55.1,58.79,3.6,17.6,15.4,20.5,36,44,0.818,41,71,0.577,30,85,0.353,1.7,1.3,28.2,Sr,76,2.82776,112.363,2.8,2022,65933,30.0,39.0,11.0,33.0,0.7692,0.3333,3.0,4.0,0.75,99.6286,102.61,2.57099,86.2807,1.97469,1.53881,0.43588,3.17225,30.2222,3.11125,0.0610019,1.2222,4.1111,5.3333,2.1667,0.7222,0.4444,13.1667,Wing G
WARREN WASHINGTON,Nevada,MWC,25,54.6,108.6,22.3,57.1,60.19,9.3,21.2,7.2,17.3,73,112,0.652,84,146,0.575,0,1,0.0,3.5,1.0,76.2,Jr,84,2.24037,114.818,5.7,2022,65936,69.0,101.0,15.0,45.0,0.6832,0.3333,36.0,42.0,0.8571,98.0531,96.5529,2.32681,113.611,0.927493,0.187345,0.740148,1.15019,21.7308,0.903537,0.246651,1.7308,4.1538,5.8846,0.7308,0.3846,0.6154,9.9615,C
JAIDEN DELAIRE,Stanford,P12,24,60.0,97.2,24.9,49.8,54.17,4.6,13.0,8.1,18.6,65,86,0.756,97,194,0.5,14,43,0.326,1.5,1.9,36.3,Sr,81,2.18256,108.604,2.8,2022,65937,82.0,136.0,15.0,58.0,0.6029,0.2586,11.0,11.0,1.0,99.4073,92.6647,3.23349,123.272,0.664152,-0.350317,1.01447,1.57938,27.5,0.784401,0.79498,0.9583,3.1667,4.125,1.0,0.9167,0.375,12.5417,Wing F
LUKAS KISUNAS,Stanford,P12,26,37.2,94.2,14.0,54.8,53.41,8.7,16.8,6.0,24.1,17,37,0.459,34,62,0.548,0,0,0.0,2.8,0.8,59.7,Sr,72,0.305768,90.9651,4.8,2022,65940,31.0,52.0,3.0,10.0,0.5962,0.3,8.0,9.0,0.8889,99.4611,93.0325,1.83285,76.2215,0.867636,-1.45303,2.32066,-0.736332,15.7308,-2.12066,1.38433,1.0385,2.3462,3.3846,0.5,0.2308,0.3846,3.2692,C
CORMAC RYAN,Notre Dame,ACC,25,70.7,101.2,20.6,48.6,52.02,3.7,13.1,15.9,16.5,37,45,0.822,41,92,0.446,43,125,0.344,1.2,2.1,20.7,Sr,77,2.16176,106.446,2.6,2022,65941,28.0,45.0,13.0,47.0,0.6222,0.2766,2.0,3.0,0.6667,109.551,102.432,2.53247,130.474,2.8149,2.60529,0.209609,1.32302,29.4,1.09571,0.227309,0.88,3.6,4.48,2.52,1.04,0.36,9.92,Wing G
DAQUAN SMITH,Murray St.,OVC,23,39.7,105.4,14.6,51.8,53.73,2.3,6.5,12.3,17.0,11,15,0.733,17,30,0.567,18,55,0.327,1.2,1.7,17.6,Jr,73,0.498793,93.9348,3.1,2022,65943,14.0,22.0,3.0,8.0,0.6364,0.375,1.0,1.0,1.0,102.546,106.223,1.20879,59.3897,-0.987488,0.243434,-1.23092,-2.07769,16.76,-1.34545,-0.732234,0.32,1.0,1.32,1.36,0.48,0.2,4.48,Combo G
JARRON COLEMAN,Missouri,SEC,13,37.7,106.7,26.2,59.6,61.98,4.8,15.8,24.8,24.8,25,32,0.781,31,57,0.544,31,73,0.425,1.8,1.4,24.6,Jr,77,2.59055,113.172,2.8,2022,65944,26.0,40.0,8.0,20.0,0.65,0.4,2.0,2.0,1.0,102.95,99.3252,2.5919,68.5997,4.06309,3.30638,0.756708,5.19445,27.0,4.96042,0.234035,1.1538,4.0769,5.2308,3.2308,0.6923,0.4615,13.8462,Wing G
TAYLER MATTOS,New Hampshire,AE,13,26.3,95.8,21.0,42.5,43.9,11.0,22.8,7.4,10.3,6,10,0.6,27,59,0.458,1,8,0.125,6.8,1.2,14.9,Sr,83,0.569538,96.4271,4.8,2022,65946,16.0,32.0,11.0,27.0,0.5,0.4074,1.0,1.0,1.0,94.913,100.796,1.349,41.6989,-2.07946,-3.20481,1.12535,-1.35227,14.6923,-1.27538,-0.0768922,1.5385,2.7692,4.3077,0.4615,0.3077,0.8462,4.8462,C
CALEB FIELDS,Bowling Green,MAC,24,67.0,101.7,14.1,45.5,48.25,3.3,11.1,13.4,16.3,30,48,0.625,32,67,0.478,22,76,0.289,0.6,1.8,33.6,Sr,74,0.608007,91.5321,2.2,2022,65947,27.0,52.0,5.0,15.0,0.5192,0.3333,1.0,1.0,1.0,105.462,103.927,2.25991,118.225,0.135952,-0.278994,0.414946,-0.974681,28.32,-1.27846,0.303775,0.92,2.84,3.76,2.24,0.88,0.16,6.88,Combo G
CONNOR HARDING,Utah Valley,WAC,25,49.7,106.9,14.2,49.1,53.05,2.8,10.6,11.9,17.0,22,26,0.846,24,45,0.533,21,68,0.309,0.8,1.4,23.0,Sr,78,1.17306,101.626,3.1,2022,65952,15.0,20.0,9.0,25.0,0.75,0.36,0.0,0.0,0.0,99.2262,94.6809,2.33419,93.8888,4.32353,2.23291,2.09062,2.74452,20.8846,0.528435,2.21609,0.4615,2.1538,2.6154,1.5,0.5,0.1538,5.4231,Wing G
JORDAN PHILLIPS,Detroit,Horz,22,45.7,90.1,21.8,41.3,47.93,3.1,11.6,11.1,19.8,45,62,0.726,22,74,0.297,20,52,0.385,1.2,1.5,49.2,Sr,79,0.408886,91.4191,1.6,2022,65955,12.0,41.0,10.0,33.0,0.2927,0.303,4.0,8.0,0.5,105.926,109.319,1.18998,67.4044,-5.58501,-3.1062,-2.47881,-4.37467,19.0,-1.70255,-2.67212,0.68,2.04,2.72,1.24,0.56,0.2,7.2,Wing G
MATT HERASME,Marist,MAAC,18,56.0,94.8,13.9,47.2,50.18,2.9,15.2,7.7,17.1,22,35,0.629,15,23,0.652,18,66,0.273,1.3,1.5,39.3,Sr,75,-0.11252,84.021,4.3,2022,65957,12.0,18.0,3.0,5.0,0.6667,0.6,0.0,0.0,0.0,95.1708,100.356,2.45135,88.5557,-0.602432,-1.30232,0.699887,-2.04824,26.4444,-2.80376,0.755523,0.6111,3.6667,4.2778,1.0,0.6667,0.2778,5.8889,Wing G
SAMIR STEWART,Manhattan,MAAC,16,55.3,98.9,18.1,42.8,45.7,3.2,4.0,21.1,14.3,19,25,0.76,14,36,0.389,30,102,0.294,0.5,3.1,18.1,Sr,72,0.972685,95.3987,4.3,2022,65959,7.0,14.0,7.0,22.0,0.5,0.3182,0.0,0.0,0.0,99.4834,104.883,2.14551,74.9579,-0.829296,1.15443,-1.98373,-0.0425324,28.5,-0.523364,0.480832,0.875,0.9375,1.8125,2.625,1.5,0.125,8.5625,Scoring PG
CHRISTIAN HINCKSON,Binghamton,AE,14,26.1,74.6,19.4,41.0,44.77,7.0,22.2,6.2,32.6,11,19,0.579,13,28,0.464,2,11,0.182,4.6,2.2,48.7,Sr,79,-0.575804,72.9401,4.0,2022,65961,10.0,19.0,3.0,9.0,0.5263,0.3333,0.0,0.0,0.0,101.068,105.334,1.02491,41.5856,-5.62833,-6.58715,0.958822,-5.37992,13.7143,-4.80371,-0.576211,0.8571,2.5714,3.4286,0.4286,0.5,0.5714,3.0714,Stretch 4
ELIJAH BUCHANAN,Manhattan,MAAC,19,75.3,92.5,22.6,39.1,42.96,7.0,15.0,17.6,14.3,41,58,0.707,64,168,0.381,16,57,0.281,4.8,3.1,25.8,Sr,77,0.936065,93.7265,3.9,2022,65962,30.0,71.0,34.0,97.0,0.4225,0.3505,0.0,0.0,0.0,93.3009,98.7095,3.15454,132.026,1.98649,-0.69908,2.68557,1.75511,32.6842,0.350327,1.40478,2.2105,4.0,6.2105,2.3158,1.7368,1.3158,11.4211,Wing G
OCHAI AGBAJI,Kansas,B12,29,84.6,109.6,19.8,52.8,54.49,2.9,9.1,11.1,12.1,49,72,0.681,68,140,0.486,75,202,0.371,1.6,1.9,21.1,Sr,77,3.61989,116.07,2.2,2022,65963,53.0,82.0,15.0,58.0,0.6463,0.2586,15.0,17.0,0.8824,99.6879,93.1579,4.0056,171.439,5.74306,3.89311,1.84995,5.77629,33.7,3.87413,1.90216,0.9667,2.7,3.6667,1.8667,1.1,0.4667,14.2,Wing G
JOEY CALCATERRA,San Diego,WCC,12,63.7,97.0,22.6,49.3,53.24,0.3,11.8,13.2,14.9,26,30,0.867,37,83,0.446,20,53,0.377,1.1,1.8,22.1,Sr,75,1.9204,103.703,1.9,2022,65964,17.0,29.0,20.0,54.0,0.5862,0.3704,0.0,0.0,0.0,107.555,102.36,2.59167,62.1506,0.602351,0.838407,-0.236056,1.62638,30.0,1.85156,-0.225179,0.0833,3.0,3.0833,1.8333,1.0,0.3333,13.3333,Combo G
DAVID WINGETT,South Dakota St.,Sum,20,39.8,100.4,16.4,51.1,53.58,2.2,12.2,5.7,15.4,16,22,0.727,11,27,0.407,25,68,0.368,2.5,1.1,23.2,Jr,79,0.540119,94.1503,2.4,2022,65968,10.0,22.0,1.0,5.0,0.4545,0.2,2.0,3.0,0.6667,106.101,105.841,1.30041,61.941,-1.65513,0.146729,-1.80186,-0.684315,17.619,0.556735,-1.24105,0.3333,1.8571,2.1905,0.619,0.381,0.381,6.1429,Wing G
JAMARI BLACKMON,North Alabama,ASun,20,63.3,95.5,21.1,44.6,48.94,1.7,7.4,15.7,17.4,34,42,0.81,29,63,0.46,30,103,0.291,0.2,1.1,25.3,Sr,73,0.731749,93.5799,2.3,2022,65969,20.0,35.0,9.0,28.0,0.5714,0.3214,0.0,0.0,0.0,106.294,109.005,1.60433,80.5771,-3.59501,-0.332361,-3.26264,-3.20755,25.7917,-0.961205,-2.24635,0.5,1.75,2.25,2.2083,0.7917,0.0833,10.0833,Combo G
JUAN MUNOZ,Hawaii,BW,28,81.7,100.7,23.1,49.5,53.6,0.6,11.4,18.7,19.6,67,83,0.807,43,118,0.364,71,184,0.386,0.0,2.2,27.5,Sr,72,1.84774,101.551,2.6,2022,65970,27.0,61.0,16.0,57.0,0.4426,0.2807,0.0,0.0,0.0,103.43,106.112,2.39764,156.903,-0.20136,1.08262,-1.28398,0.0306387,32.7586,0.839267,-0.808628,0.1724,3.0,3.1724,2.931,1.2069,0.0,12.9655,Combo G
