player_name,team,conf,GP,Min_per,Ortg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,School_Yr,ht,porpag,adjoe,pfr,Date_Yr,pid,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,Position
KEDRIAN JOHNSON,West Virginia,B12,26,16.2,95.3,12.3,44.0,49.18,3.9,7.9,13.0,26.7,11,18,0.611,5,15,0.333,4,10,0.4,1.7,2.4,72.0,Sr,75,0.127972,90.3752,5.7,2022,73220,5.0,10.0,0.0,5.0,0.5,0.0,2.0,2.0,1.0,102.63,96.5107,0.768538,33.9599,2.52296,0.573339,1.94962,-0.00954592,7.3077,-2.02934,2.0198,0.2692,0.5,0.7692,0.5769,0.3077,0.1154,1.2692,Combo G
CLIFFORD OMORUYI,Rutgers,B10,23,30.5,110.6,12.4,64.0,59.86,6.3,23.0,2.1,13.8,14,33,0.424,35,55,0.636,1,2,0.5,4.7,1.5,57.9,So,83,0.99406,104.57,5.2,2022,73223,26.0,39.0,9.0,16.0,0.6667,0.5625,17.0,22.0,0.7727,95.3573,88.8832,1.97498,73.4786,2.11679,-1.07094,3.18773,2.38624,14.913,-0.628122,3.01436,0.8261,3.087,3.913,0.1739,0.3913,0.6522,3.7826,PF/C
JOSH GRAY,South Carolina,SEC,10,2.8,88.4,18.4,50.0,42.9,16.7,21.5,0.0,18.1,2,7,0.286,3,6,0.5,0,0,0.0,3.4,0.0,116.7,So,83,0.0661691,91.0342,8.5,2022,73224,3.0,5.0,0.0,1.0,0.6,0.0,3.0,3.0,1.0,102.971,98.4891,0.329407,6.50497,-8.91526,-3.91084,-5.00442,-5.86311,3.3,-4.07425,-1.78886,0.5,0.7,1.2,0.0,0.0,0.1,0.8,C
DAMANI HAYES,South Dakota,Sum,17,18.2,110.0,10.3,50.0,51.86,9.8,10.8,7.4,19.2,7,13,0.538,8,15,0.533,0,1,0.0,0.6,1.3,81.3,Sr,76,0.216112,91.3058,4.1,2022,73225,7.0,12.0,1.0,3.0,0.5833,0.3333,1.0,1.0,1.0,106.659,108.63,0.665338,29.9454,-1.01234,-0.323072,-0.689265,-1.95702,10.6111,-1.19996,-0.757058,1.0,1.1667,2.1667,0.6111,0.2222,0.0556,1.5,Wing G
BRANDON WHITNEY,Montana,BSky,23,74.5,96.5,20.5,47.1,52.86,2.6,6.1,18.7,20.8,61,82,0.744,60,132,0.455,14,40,0.35,0.3,1.4,47.7,So,73,1.07557,95.6509,2.8,2022,73227,31.0,60.0,29.0,72.0,0.5167,0.4028,0.0,0.0,0.0,105.692,105.156,2.2866,101.312,-1.07503,-0.355718,-0.719311,-1.10644,29.2857,-0.452609,-0.653835,0.6071,1.3214,1.9286,2.5,0.8214,0.1071,9.9643,Scoring PG
CONNOR BARRETT,Valparaiso,MVC,16,33.9,106.5,12.8,54.2,55.94,3.2,9.6,5.1,11.8,10,14,0.714,3,7,0.429,24,65,0.369,0.0,2.2,19.4,So,78,0.766112,95.3336,4.7,2022,73230,1.0,1.0,2.0,6.0,1.0,0.3333,0.0,0.0,0.0,103.426,101.762,1.938,59.162,1.00672,0.902732,0.103991,-2.0332,22.2222,-2.25212,0.218914,0.7222,1.7778,2.5,0.6111,0.8333,0.0,6.5,Wing G
LATRELL JONES,Nicholls St.,Slnd,18,67.3,100.5,21.2,52.0,57.07,3.0,16.6,10.7,17.1,48,61,0.787,47,96,0.49,20,52,0.385,1.5,1.5,41.2,Sr,77,1.91072,105.707,3.5,2022,73232,35.0,59.0,11.0,36.0,0.5932,0.3056,16.0,17.0,0.9412,116.173,111.949,1.43005,86.1112,-1.46919,0.498208,-1.9674,-1.18487,26.9048,0.722389,-1.90726,0.7143,3.2857,4.0,1.2381,0.7143,0.5714,10.6667,Wing G
HENRY COLEMAN III,Texas A&M,SEC,19,9.8,99.2,15.7,50.0,46.93,15.7,16.3,5.2,19.4,1,5,0.2,10,19,0.526,0,1,0.0,6.6,1.8,25.0,So,79,0.206135,97.2931,2.1,2022,73233,10.0,18.0,0.0,1.0,0.5556,0.0,2.0,3.0,0.6667,100.559,95.2234,0.548544,18.6715,2.6896,-0.00733395,2.69694,0.450573,5.0,0.543944,-0.0933712,0.6842,0.6842,1.3684,0.1579,0.1579,0.3158,1.1053,PF/C
JABRI ABDUR-RAHIM,Georgia,SEC,8,3.7,72.7,18.2,25.0,31.96,0.0,6.7,9.5,9.8,2,2,1.0,1,3,0.333,1,7,0.143,3.3,1.8,20.0,So,79,-0.195126,73.0974,7.6,2022,73234,0.0,0.0,1.0,3.0,0.0,0.3333,0.0,0.0,0.0,101.301,96.4901,0.493751,5.72736,-3.42666,-3.47111,0.0444466,-9.14364,4.625,-8.54697,-0.596672,0.0,0.25,0.25,0.25,0.125,0.125,0.875,Scoring PG
MARK WILLIAMS,Duke,ACC,23,36.2,122.0,21.1,66.4,64.83,14.4,20.0,9.5,15.6,22,41,0.537,71,107,0.664,0,0,0.0,9.6,2.1,38.3,So,84,2.29529,129.071,3.9,2022,73235,60.0,79.0,11.0,28.0,0.7595,0.3929,34.0,34.0,1.0,96.7206,91.5261,1.87173,79.6263,9.97657,4.6271,5.34947,8.91361,15.2609,5.61478,3.29882,1.913,2.5652,4.4783,0.7391,0.5652,1.3913,7.1304,C
JEREMY ROACH,Duke,ACC,24,67.8,102.1,18.3,52.9,54.71,2.4,6.9,16.6,23.0,27,40,0.675,52,88,0.591,26,84,0.31,0.2,1.8,23.3,So,73,1.76537,104.005,4.0,2022,73237,32.0,54.0,20.0,34.0,0.5926,0.5882,0.0,0.0,0.0,107.397,101.686,2.40755,93.7937,1.09842,2.04169,-0.943269,-0.83525,27.4167,-0.246086,-0.589164,0.5833,1.5833,2.1667,2.7083,0.8333,0.0417,8.7083,Combo G
REECE BEEKMAN,Virginia,ACC,25,73.0,99.6,13.6,42.3,46.95,1.0,11.1,18.0,19.1,25,33,0.758,33,73,0.452,9,37,0.243,1.7,2.7,30.0,So,75,0.811903,93.2649,2.0,2022,73240,29.0,60.0,4.0,13.0,0.4833,0.3077,3.0,3.0,1.0,99.3023,93.4674,3.42521,123.532,3.71405,0.430333,3.28372,2.22786,29.36,-1.11397,3.34183,0.2,2.64,2.84,3.0,1.2,0.4,4.72,Combo G
RYAN MYERS,Iona,MAAC,18,40.1,104.7,18.6,52.3,54.88,1.2,9.7,13.3,18.1,17,24,0.708,17,43,0.395,19,44,0.432,0.8,0.8,27.6,So,72,0.879042,101.034,3.7,2022,73241,6.0,11.0,11.0,32.0,0.5455,0.3438,0.0,0.0,0.0,100.501,104.245,1.28202,43.4308,-2.98469,-0.677826,-2.30686,-1.29218,16.0556,0.0592892,-1.35147,0.1667,1.3889,1.5556,1.0556,0.2222,0.1111,6.0,Combo G
MALIK LAWRENCE-ANDERSON,UT Rio Grande Valley,WAC,15,30.5,89.5,17.1,38.5,48.53,8.3,16.2,6.7,24.7,18,22,0.818,12,31,0.387,2,8,0.25,1.7,2.7,56.4,Sr,78,-0.0289593,84.5717,7.2,2022,73242,10.0,22.0,2.0,9.0,0.4545,0.2222,1.0,1.0,1.0,94.7848,97.1431,1.27479,40.1022,-2.9609,-4.24964,1.28873,-5.14492,12.8947,-5.65744,0.512522,1.6316,2.4737,4.1053,0.5263,0.6316,0.2632,3.7368,Wing F
SAM'I ROE,Nebraska Omaha,Sum,14,33.7,77.8,13.3,32.7,34.03,3.5,8.8,5.8,8.6,6,12,0.5,13,50,0.26,9,31,0.29,0.0,1.0,14.8,Sr,73,-1.19145,70.9917,2.1,2022,73243,7.0,14.0,6.0,36.0,0.5,0.1667,0.0,0.0,0.0,112.886,110.024,1.43936,49.75,-4.90877,-2.97171,-1.93707,-5.14514,24.0714,-3.36243,-1.7827,0.7857,1.8571,2.6429,0.7857,0.4286,0.0,4.2143,Wing G
ALYN BREED,Providence,BE,23,41.4,94.8,15.1,45.3,50.19,0.8,11.9,8.6,17.9,27,37,0.73,30,62,0.484,9,34,0.265,0.5,1.4,38.5,So,75,0.481737,92.6479,3.2,2022,73247,18.0,37.0,12.0,25.0,0.4865,0.48,0.0,0.0,0.0,104.29,98.6142,1.86655,69.7377,0.0235641,-1.08632,1.10988,-0.532913,19.087,-2.06312,1.5302,0.1304,2.0,2.1304,0.8696,0.4348,0.087,4.9565,Wing G
MARKISE DAVIS,Arkansas St.,SB,16,27.7,98.8,17.7,53.2,53.81,5.4,8.7,6.9,19.6,10,18,0.556,11,29,0.379,15,34,0.441,1.7,1.0,28.6,Sr,80,0.470491,94.5992,4.8,2022,73248,8.0,18.0,3.0,11.0,0.4444,0.2727,0.0,1.0,0.0,106.501,109.624,0.887875,36.4044,-2.13784,-0.586925,-1.55091,-2.81053,14.0556,-1.21582,-1.5947,0.6111,1.3333,1.9444,0.6111,0.3889,0.2778,5.1667,Wing F
KEYON WESLEY,Arkansas St.,SB,20,51.1,97.7,17.0,50.0,52.74,6.6,17.6,5.8,19.7,22,32,0.688,53,105,0.505,1,4,0.25,0.7,1.6,29.4,Sr,81,0.490873,91.8459,4.0,2022,73252,34.0,48.0,19.0,57.0,0.7083,0.3333,14.0,15.0,0.9333,102.468,105.832,1.59579,80.7995,-2.71654,-2.31867,-0.397867,-3.13817,21.8696,-2.60319,-0.534978,1.3043,3.4348,4.7391,0.6522,0.6522,0.1304,7.4783,Wing F
CALEB LONDON,Arkansas St.,SB,20,24.1,77.0,15.8,36.5,36.74,5.6,11.7,6.7,18.1,3,8,0.375,19,47,0.404,0,5,0.0,1.5,2.0,15.4,So,76,-0.491768,71.2748,5.9,2022,73253,9.0,18.0,10.0,29.0,0.5,0.3448,1.0,1.0,1.0,103.224,106.451,0.731795,36.9519,-5.1127,-4.8182,-0.294499,-7.58867,10.7391,-6.67855,-0.910129,0.5652,1.087,1.6522,0.4783,0.3913,0.1739,2.2609,Wing G
THOMAS ZEVGARAS,Incarnate Word,Slnd,8,7.8,62.0,20.0,63.6,60.36,4.1,18.3,0.0,49.7,1,3,0.333,7,11,0.636,0,0,0.0,3.5,1.0,27.3,So,80,-0.614825,61.6314,12.7,2022,73255,6.0,9.0,1.0,2.0,0.6667,0.5,0.0,0.0,0.0,104.455,107.207,0.521782,11.5715,-15.5736,-12.5749,-2.99866,-14.9463,6.1818,-13.8145,-1.13181,0.4545,1.0909,1.5455,0.0,0.0909,0.2727,1.9091,C
KOBY BREA,Dayton,A10,17,24.3,95.7,12.0,53.8,55.34,1.2,13.4,5.5,21.2,6,9,0.667,5,9,0.556,11,31,0.355,1.4,0.5,22.5,So,78,0.163928,88.6408,1.5,2022,73256,2.0,2.0,3.0,7.0,1.0,0.4286,0.0,0.0,0.0,101.929,100.377,1.30168,39.53,-0.176653,-0.724332,0.547678,0.268332,14.0588,0.127572,0.140759,0.1176,1.7059,1.8235,0.4118,0.1176,0.1765,2.8824,Stretch 4
ANTON JANSSON,Saint Joseph's,A10,17,12.2,69.4,11.2,54.5,52.31,4.2,3.3,5.4,43.6,1,3,0.333,6,10,0.6,0,1,0.0,2.0,0.0,27.3,So,83,-0.458648,62.3541,9.9,2022,73257,5.0,8.0,1.0,2.0,0.625,0.5,0.0,0.0,0.0,116.169,111.495,0.315634,13.2445,-7.00529,-6.02383,-0.981456,-10.4275,5.9412,-9.81974,-0.60775,0.2353,0.1765,0.4118,0.1765,0.0,0.1176,0.7647,C
HASSAN DIARRA,Texas A&M,SEC,18,49.3,80.5,22.6,41.7,44.78,2.4,10.5,18.5,28.7,19,30,0.633,22,57,0.386,14,46,0.304,0.8,3.2,29.1,So,74,0.0184054,85.5247,3.8,2022,73259,15.0,31.0,7.0,26.0,0.4839,0.2692,2.0,2.0,1.0,100.148,97.1004,2.06372,67.8352,-1.91989,-2.80627,0.886375,-2.2189,19.7222,-3.41084,1.19195,0.3889,1.6667,2.0556,1.6667,1.0556,0.1111,5.8333,Combo G
DRAKE MULLER,Denver,Sum,18,22.7,80.7,12.6,38.9,42.47,2.6,10.2,5.0,19.3,5,6,0.833,5,19,0.263,6,17,0.353,0.6,0.6,16.7,So,76,-0.556305,69.3546,3.9,2022,73260,3.0,11.0,2.0,8.0,0.2727,0.25,0.0,0.0,0.0,115.086,116.688,0.369701,26.3416,-7.92894,-4.18256,-3.74638,-7.68655,11.4737,-4.10307,-3.58349,0.3158,1.0526,1.3684,0.3684,0.1053,0.0526,2.0526,Wing G
JARON RILLIE,Samford,SC,17,49.5,103.0,14.1,70.5,71.83,1.2,10.9,20.3,36.5,11,14,0.786,23,31,0.742,11,25,0.44,0.0,2.0,25.0,So,75,0.576409,93.6459,3.0,2022,73267,15.0,17.0,8.0,14.0,0.8824,0.5714,0.0,0.0,0.0,106.901,106.937,1.39592,62.8602,-1.25238,-0.795861,-0.456515,-0.88338,20.2632,-1.01156,0.128182,0.2632,2.1053,2.3684,2.7895,0.7895,0.0,5.1579,Scoring PG
NORCHAD OMIER,Arkansas St.,SB,20,65.2,103.7,24.1,51.0,53.23,16.6,33.8,5.5,17.1,38,58,0.655,100,193,0.518,0,3,0.0,4.8,2.5,29.6,So,79,2.06594,107.001,5.0,2022,73268,71.0,102.0,29.0,91.0,0.6961,0.3187,26.0,28.0,0.9286,91.8441,95.5553,3.0117,148.717,0.864884,-0.931764,1.79665,1.18957,26.6522,0.992591,0.19698,4.0,8.3043,12.3043,0.7826,1.2174,1.3913,12.5652,PF/C
SIMEON FRYER,Texas A&M Corpus Chris,Slnd,19,53.9,88.6,19.6,45.3,51.68,4.3,10.3,11.8,25.3,37,45,0.822,33,67,0.493,13,49,0.265,2.3,0.9,38.8,Sr,77,0.149974,87.0685,3.4,2022,73273,17.0,28.0,16.0,39.0,0.6071,0.4103,2.0,2.0,1.0,107.982,112.806,1.19547,71.9155,-5.04739,-3.1018,-1.94559,-5.05478,24.3182,-2.58407,-2.47072,0.8636,2.2727,3.1364,1.4545,0.4091,0.5455,7.6364,Wing G
LAMONT BUTLER,San Diego St.,MWC,27,30.7,88.7,25.0,43.5,47.56,1.4,14.7,24.2,25.2,28,44,0.636,30,69,0.435,9,31,0.29,0.4,4.1,44.0,So,74,0.453676,95.9056,5.5,2022,73274,28.0,60.0,2.0,9.0,0.4667,0.2222,3.0,3.0,1.0,89.6132,86.9753,1.71593,73.1844,1.00419,-1.85326,2.85745,-0.324417,12.3929,-3.4438,3.11939,0.1786,1.5357,1.7143,1.5357,0.8571,0.0357,4.3214,Scoring PG
OLIVER HAYES-BROWN,UC Riverside,BW,20,25.8,96.2,19.6,43.0,45.74,11.2,24.7,8.9,16.0,14,25,0.56,23,44,0.523,1,13,0.077,5.2,0.8,43.9,So,72,0.365539,94.5305,5.4,2022,73278,21.0,34.0,2.0,10.0,0.6176,0.2,3.0,3.0,1.0,90.3257,91.3184,1.41637,50.8212,-0.351782,-3.03831,2.68653,-2.15066,11.5,-3.16265,1.01199,1.05,2.55,3.6,0.55,0.15,0.55,3.15,PF/C
BRYCESON BURNS,Drake,MVC,13,3.3,53.7,29.1,25.0,25.0,3.1,12.3,12.7,26.7,0,0,0.0,3,12,0.25,1,6,0.167,2.9,3.1,0.0,So,77,-0.295041,56.9137,7.2,2022,73284,1.0,4.0,2.0,8.0,0.25,0.25,0.0,0.0,0.0,95.0975,96.1675,0.323629,7.82735,-11.5679,-11.6575,0.0895597,-17.5722,3.7333,-14.6329,-2.9393,0.3333,0.3333,0.6667,0.2,0.2667,0.1333,1.4667,Wing G
TAI'REON JOSEPH,Radford,BSth,25,43.3,94.7,19.0,46.5,47.72,2.1,6.0,9.9,19.6,13,21,0.619,26,61,0.426,27,82,0.329,0.0,1.9,14.7,So,73,0.336245,90.8547,2.7,2022,73288,16.0,25.0,10.0,36.0,0.64,0.2778,0.0,0.0,0.0,106.644,111.322,0.956916,67.6436,-4.08909,-1.15113,-2.93796,-3.35285,17.6296,-1.56636,-1.78649,0.3333,0.8519,1.1852,1.0741,0.5926,0.0,6.3704,Combo G
JADEN IVEY,Purdue,B10,23,49.3,103.2,25.5,45.5,49.67,4.0,11.8,16.4,13.2,53,73,0.726,64,126,0.508,25,97,0.258,3.8,1.8,32.7,So,76,2.71217,117.881,2.8,2022,73289,52.0,83.0,12.0,43.0,0.6265,0.2791,7.0,9.0,0.7778,99.6149,91.4091,2.97996,102.943,4.63789,2.82702,1.81087,5.50593,24.2174,3.94841,1.55752,0.8261,2.4783,3.3043,1.8696,0.7391,0.6957,11.1304,Wing G
ETHAN MORTON,Purdue,B10,23,17.7,71.0,10.0,35.0,35.0,1.2,9.3,16.5,42.3,0,0,0.0,1,6,0.167,4,14,0.286,0.7,0.6,0.0,So,78,-0.659767,63.3903,2.0,2022,73290,1.0,5.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,105.094,98.041,0.881524,28.8918,-3.28576,-3.45635,0.170597,-2.29308,8.6957,-3.1426,0.849517,0.087,0.6957,0.7826,0.8696,0.087,0.0435,0.6087,Scoring PG
ANTHONY BLUNT,UMass Lowell,AE,18,28.8,96.9,14.3,45.2,49.16,5.1,8.6,8.6,18.3,13,19,0.684,16,32,0.5,5,20,0.25,0.0,2.0,36.5,So,74,0.100864,87.2302,3.9,2022,73291,10.0,20.0,6.0,12.0,0.5,0.5,0.0,0.0,0.0,105.133,109.73,0.895322,43.0804,-2.89293,-1.04273,-1.8502,-3.64302,14.7222,-2.78042,-0.862606,0.6111,1.1111,1.7222,0.6667,0.5,0.0,3.3333,Wing G
MICAH PEAVY,TCU,B12,29,50.3,99.0,19.2,45.9,46.31,11.2,7.0,13.5,17.5,18,38,0.474,73,156,0.468,0,3,0.0,1.3,1.7,23.9,So,79,1.21491,102.643,5.0,2022,73292,45.0,86.0,28.0,70.0,0.5233,0.4,13.0,15.0,0.8667,97.866,93.4351,2.3632,94.9984,2.39624,0.924933,1.47131,0.496547,20.3103,-0.482584,0.979131,1.9655,1.1724,3.1379,1.3793,0.5862,0.2069,5.6552,PF/C
DYLAN O'HEARN,NJIT,AE,17,61.3,94.3,22.3,47.9,50.65,1.9,11.4,11.2,16.8,25,33,0.758,38,82,0.463,27,82,0.329,0.5,1.2,20.1,Sr,76,1.01216,95.916,2.5,2022,73294,33.0,56.0,5.0,26.0,0.5893,0.1923,0.0,0.0,0.0,105.154,109.902,1.64768,73.7172,-4.57004,-1.63823,-2.93181,-2.58525,27.7647,-0.303034,-2.28222,0.4706,2.4706,2.9412,1.3529,0.5882,0.1176,10.7059,Wing G
KAREEM THOMPSON,Oral Roberts,Sum,26,75.5,101.6,16.5,50.3,52.28,4.0,9.4,10.5,17.5,26,36,0.722,48,110,0.436,35,90,0.389,1.6,2.0,18.0,Jr,78,1.12278,95.9696,2.1,2022,73297,22.0,52.0,26.0,58.0,0.4231,0.4483,1.0,2.0,0.5,107.172,105.75,2.25372,137.46,0.721178,0.386304,0.334874,-0.590078,29.1034,0.00562775,-0.595706,1.1034,2.5862,3.6897,1.931,1.069,0.5172,8.5517,Wing G
AHAMADOU FOFANA,Canisius,MAAC,13,67.3,94.4,19.0,41.3,47.31,0.9,10.5,19.1,17.7,27,34,0.794,18,38,0.474,15,60,0.25,0.0,1.6,34.7,Sr,73,0.712058,92.8776,3.3,2022,73300,5.0,9.0,13.0,29.0,0.5556,0.4483,0.0,0.0,0.0,102.214,109.442,1.66421,60.0725,-3.19644,-0.735432,-2.46101,-4.03542,26.9231,-2.54545,-1.48997,0.2308,2.3846,2.6154,2.6923,0.7692,0.0,8.3077,Combo G
SIEM UIJTENDAAL,Canisius,MAAC,13,28.3,93.1,15.3,38.6,45.45,2.9,8.9,8.8,15.0,10,12,0.833,6,16,0.375,5,19,0.263,1.4,1.9,34.3,So,78,0.0486059,86.4945,3.3,2022,73301,3.0,9.0,3.0,7.0,0.3333,0.4286,0.0,0.0,0.0,101.251,108.41,0.739457,26.3946,-3.55242,-2.13066,-1.42176,-4.13991,11.3077,-2.89063,-1.24928,0.3077,0.8462,1.1538,0.5385,0.3846,0.1538,2.8462,Wing G
NEHEMIAH BENSON,Rider,MAAC,16,9.9,54.1,16.4,20.5,25.1,3.8,11.9,5.8,23.3,3,4,0.75,3,11,0.273,1,11,0.091,0.0,0.6,18.2,So,79,-0.681158,51.1168,9.6,2022,73308,2.0,8.0,1.0,3.0,0.25,0.3333,0.0,0.0,0.0,110.043,115.031,0.243923,14.2785,-12.3952,-7.69444,-4.7008,-17.023,5.75,-12.6528,-4.3702,0.1875,0.5625,0.75,0.1875,0.0625,0.0,0.75,PF/C
BRYCE MONROE,San Diego,WCC,24,54.3,92.2,27.5,41.1,48.18,0.6,5.7,24.3,21.6,65,76,0.855,52,139,0.374,24,75,0.32,0.2,0.9,35.5,So,71,0.995796,98.4753,3.8,2022,73309,32.0,73.0,20.0,66.0,0.4384,0.303,0.0,0.0,0.0,105.825,108.916,1.38148,75.2212,-7.33729,-2.98034,-4.35695,-5.46813,21.0357,-2.08814,-3.37999,0.1429,1.2143,1.3571,2.7857,0.4286,0.0357,10.0714,Scoring PG
XAVIER BELL,Drexel,CAA,20,28.8,101.7,20.2,50.7,52.84,2.3,5.8,17.0,18.2,9,12,0.75,19,44,0.432,11,26,0.423,0.5,1.3,17.1,So,75,0.600023,100.292,3.5,2022,73310,10.0,19.0,9.0,25.0,0.5263,0.36,0.0,0.0,0.0,106.193,107.665,0.781766,33.5444,-3.7843,-0.667105,-3.11719,-1.80876,11.5,-0.29299,-1.51577,0.2,0.55,0.75,1.0,0.25,0.05,4.0,Scoring PG
IYEN ENARUNA,Evansville,MVC,25,32.4,99.9,22.7,51.8,55.31,9.5,13.9,5.6,19.0,26,38,0.684,38,69,0.551,4,16,0.25,3.1,1.0,44.7,Sr,81,0.871587,104.629,4.4,2022,73311,30.0,48.0,8.0,21.0,0.625,0.381,1.0,1.0,1.0,110.157,110.314,0.7622,50.2243,-4.94255,-2.14644,-2.79611,-4.33437,13.16,-1.80835,-2.52602,0.96,1.24,2.2,0.32,0.2,0.36,4.56,PF/C
JOHNNIE WILLIAMS IV,Louisiana Monroe,SB,10,4.6,107.5,23.6,57.5,59.36,2.4,2.5,5.0,10.5,3,4,0.75,1,5,0.2,7,15,0.467,2.4,1.2,20.0,So,77,0.41241,110.016,1.7,2022,73312,1.0,3.0,0.0,2.0,0.3333,0.0,0.0,0.0,0.0,108.406,111.62,0.26043,6.29561,-3.0675,1.60692,-4.67442,2.21843,4.8,5.3337,-3.11528,0.1,0.1,0.2,0.1,0.1,0.1,2.6,Combo G
KIEFFER PUNTER,Troy,SB,23,35.0,79.5,15.6,34.7,38.68,2.1,7.7,13.6,19.9,13,17,0.765,13,31,0.419,11,54,0.204,0.6,0.8,20.0,Sr,77,-0.607312,73.7578,2.6,2022,73313,11.0,20.0,2.0,11.0,0.55,0.1818,0.0,0.0,0.0,107.752,110.515,0.884216,51.9397,-6.32599,-3.81707,-2.50891,-6.32519,16.2692,-4.34847,-1.97672,0.2692,1.1154,1.3846,1.0769,0.3077,0.1154,3.5,Wing G
JA'QUAVIAN FLORENCE,Charleston Southern,BSth,19,62.7,79.2,26.0,42.4,45.96,4.6,12.5,9.5,26.5,34,48,0.708,47,118,0.398,21,67,0.313,1.3,0.6,25.9,So,76,-0.283913,82.1572,2.6,2022,73314,27.0,50.0,20.0,68.0,0.54,0.2941,4.0,4.0,1.0,108.842,111.526,1.44127,78.8762,-8.85063,-5.60339,-3.24724,-7.87589,26.75,-4.06514,-3.81075,1.2,3.15,4.35,1.2,0.3,0.3,10.25,Wing G
BAYLOR HEBB,Colorado St.,MWC,17,10.3,101.3,21.3,54.0,61.81,1.1,14.0,9.4,24.5,18,24,0.75,12,21,0.571,1,4,0.25,1.0,2.1,96.0,So,74,0.428422,102.602,2.6,2022,73316,7.0,12.0,5.0,9.0,0.5833,0.5556,0.0,0.0,0.0,89.9796,90.1018,0.917638,21.5609,-1.27028,-2.81009,1.5398,-0.412548,8.5789,-1.93925,1.5267,0.0526,0.8947,0.9474,0.5263,0.3158,0.0526,3.6842,Wing G
NICK BRENNEN,Manhattan,MAAC,17,24.5,70.8,12.5,27.0,32.62,4.1,13.4,10.0,25.6,6,6,1.0,1,7,0.143,6,30,0.2,1.2,0.6,16.2,Sr,77,-0.963503,61.3723,4.4,2022,73319,1.0,5.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,101.106,106.789,0.82565,30.6486,-7.26534,-5.48736,-1.77798,-8.8593,11.8824,-6.08325,-2.77605,0.4706,1.2941,1.7647,0.5882,0.1176,0.1176,1.5294,Wing G
BRYCE BEAMER,Binghamton,AE,18,49.8,97.6,21.2,47.1,50.4,7.3,16.1,3.6,17.2,19,23,0.826,23,45,0.511,23,77,0.299,0.9,1.7,18.9,Jr,78,0.88345,98.0378,4.9,2022,73322,16.0,31.0,7.0,14.0,0.5161,0.5,1.0,1.0,1.0,106.53,111.466,1.09132,64.4119,-4.10922,-0.66709,-3.44213,-3.86358,20.3333,-1.31626,-2.54732,1.3333,2.7778,4.1111,0.3333,0.5556,0.1667,7.4444,Stretch 4
KELLEN AMOS,Binghamton,AE,9,9.7,51.2,24.6,25.0,28.96,0.0,20.0,8.2,31.2,3,4,0.75,3,10,0.3,2,14,0.143,3.1,0.9,16.7,So,78,-0.872061,52.9566,2.3,2022,73323,0.0,0.0,3.0,10.0,0.0,0.3,0.0,0.0,0.0,105.936,111.305,0.430671,12.8086,-14.4618,-11.9911,-2.47064,-14.6315,7.8889,-10.4907,-4.14077,0.0,1.3333,1.3333,0.3333,0.1111,0.2222,1.6667,Wing G
DEVIN TILLIS,UC Irvine,BW,23,43.5,106.0,11.6,61.0,66.29,5.6,15.0,11.4,33.2,16,17,0.941,20,31,0.645,7,19,0.368,0.0,2.1,34.0,So,78,0.612369,94.5866,5.5,2022,73324,11.0,17.0,9.0,14.0,0.6471,0.6429,0.0,0.0,0.0,105.424,104.682,1.48148,76.0054,0.115443,-0.232644,0.348087,-1.39748,19.125,-2.36809,0.97061,0.9583,2.5,3.4583,1.1667,0.6667,0.0417,3.6667,Wing F
COLTON SANDAGE,Western Illinois,Sum,21,51.2,110.2,23.2,49.0,54.93,2.1,9.7,21.9,13.5,59,79,0.747,33,64,0.516,27,86,0.314,0.7,1.4,52.7,Sr,74,1.78861,110.429,4.7,2022,73328,16.0,32.0,17.0,32.0,0.5,0.5313,0.0,0.0,0.0,111.551,111.263,1.13634,71.7472,0.258213,3.2727,-3.01448,-0.427593,20.1364,1.2641,-1.69169,0.4091,1.6818,2.0909,2.0455,0.5455,0.1364,9.5,Scoring PG
PJ CARTER,Campbell,BSth,10,3.1,80.0,25.5,45.0,45.66,4.5,8.3,13.3,23.4,1,2,0.5,3,6,0.5,1,4,0.25,0.0,0.0,20.0,So,77,-0.0343543,82.0621,5.2,2022,73329,3.0,4.0,0.0,2.0,0.75,0.0,0.0,0.0,0.0,109.738,114.146,0.141017,3.82558,-11.5856,-5.77619,-5.80943,-11.981,4.0833,-6.24587,-5.73511,0.0833,0.4167,0.5,0.3333,0.0833,0.0,1.4167,Wing G
